timestamp,device_id,device_type,cpu_usage,memory_usage,bandwidth_mbps,latency_ms,packet_loss_percent,error_rate_percent,tcp_connections,udp_connections,disk_io_percent,temperature_c,issue_detected
2023-01-03 23:45:00,DEV-041,Router,24.61,47.88,532.81,4.67,0.5,0.05,105,94,25.55,52.9,none
2023-01-03 23:50:00,DEV-006,Server,19.65,49.21,457.44,7.38,0.81,0.11,139,99,25.18,41.6,none
2023-01-03 23:55:00,DEV-042,Firewall,11.58,37.44,727.31,7.29,0.17,0.04,188,57,24.07,41.9,none
2023-01-04 00:00:00,DEV-007,Workstation,55.76,31.65,671.5,5.37,0.58,0.0,83,75,21.98,39.4,none
2023-01-04 00:05:00,DEV-015,Switch,15.17,47.64,584.43,4.72,0.73,0.04,139,112,20.55,45.6,none
2023-01-04 00:10:00,DEV-045,Workstation,66.09,24.11,619.46,8.33,0.4,0.14,120,66,23.08,49.0,none
2023-01-04 00:15:00,DEV-003,Router,48.32,59.74,489.88,7.39,0.4,0.15,156,88,23.39,37.0,none
2023-01-04 00:20:00,DEV-018,Workstation,14.65,42.13,246.91,6.66,0.76,0.12,116,107,36.3,45.7,none
2023-01-04 00:25:00,DEV-003,Switch,39.17,43.33,579.56,4.76,0.49,0.15,220,51,19.17,39.1,none
2023-01-04 00:30:00,DEV-021,Router,55.39,33.85,283.52,6.28,1.02,0.13,156,88,31.32,40.6,none
2023-01-04 00:35:00,DEV-038,Switch,29.83,35.48,324.82,4.34,0.83,0.13,169,82,24.19,41.0,none
2023-01-04 00:40:00,DEV-046,Server,26.87,43.21,541.63,5.64,0.46,0.08,244,98,23.31,43.8,none
2023-01-04 00:45:00,DEV-020,Switch,24.75,39.34,543.92,1.24,0.03,0.07,156,75,31.82,37.6,none
2023-01-04 00:50:00,DEV-037,Server,20.25,59.15,519.67,6.77,1.12,0.07,147,74,4.36,43.4,none
2023-01-04 00:55:00,DEV-035,Firewall,44.74,47.4,592.86,4.25,0.3,0.16,135,85,21.31,52.3,none
2023-01-04 01:00:00,DEV-048,Switch,46.09,25.37,321.87,6.16,0.48,0.08,180,83,20.42,48.9,none
2023-01-04 01:05:00,DEV-045,Router,25.9,59.74,381.79,6.31,0.93,0.03,139,102,29.26,44.1,none
2023-01-04 01:10:00,DEV-023,Router,20.5,94.29,677.53,2.67,0.14,0.11,168,74,25.43,41.4,high_memory
2023-01-04 01:15:00,DEV-005,Firewall,0.0,35.83,509.48,4.45,0.15,0.01,134,97,30.05,50.9,none
2023-01-04 01:20:00,DEV-040,Workstation,19.29,27.07,574.5,6.27,0.62,0.0,123,79,23.9,48.8,none
2023-01-04 01:25:00,DEV-050,Firewall,33.69,44.89,512.73,25.48,0.59,0.1,141,81,23.88,46.3,high_latency
2023-01-04 01:30:00,DEV-029,Server,37.24,57.03,539.77,3.7,0.77,0.03,117,86,24.13,38.8,none
2023-01-04 01:35:00,DEV-036,Server,25.79,33.65,427.0,6.89,0.71,0.1,133,53,31.36,48.0,none
2023-01-04 01:40:00,DEV-044,Workstation,20.93,49.56,489.47,4.43,0.63,0.06,139,82,16.0,48.3,none
2023-01-04 01:45:00,DEV-006,Workstation,59.57,31.87,250.23,1.0,0.45,0.07,156,82,7.17,35.9,none
2023-01-04 01:50:00,DEV-016,Router,35.98,85.0,436.13,1.69,0.64,0.16,158,63,20.36,38.2,high_memory
2023-01-04 01:55:00,DEV-025,Switch,47.41,41.91,234.78,4.4,0.64,0.08,141,55,24.53,41.8,none
2023-01-04 02:00:00,DEV-021,Firewall,0.0,36.47,647.17,4.23,1.02,0.12,160,77,19.45,43.7,none
2023-01-04 02:05:00,DEV-001,Firewall,27.01,47.3,359.63,2.85,0.16,0.2,165,86,11.54,48.1,none
2023-01-04 02:10:00,DEV-049,Firewall,29.8,43.5,353.51,5.32,0.37,0.06,172,49,24.52,48.4,none
2023-01-04 02:15:00,DEV-006,Switch,18.35,31.08,466.55,5.56,0.45,0.12,202,69,6.28,49.1,none
2023-01-04 02:20:00,DEV-036,Workstation,56.8,45.64,336.84,4.75,0.16,0.13,109,73,11.97,45.6,none
2023-01-04 02:25:00,DEV-007,Router,26.06,43.05,151.01,3.03,0.69,0.1,120,124,23.81,44.2,bandwidth_saturation
2023-01-04 02:30:00,DEV-006,Workstation,52.78,63.03,478.2,5.69,0.2,0.09,144,83,22.66,47.8,none
2023-01-04 02:35:00,DEV-021,Server,35.12,26.4,359.23,3.91,4.15,0.15,115,72,27.62,43.5,packet_loss
2023-01-04 02:40:00,DEV-025,Router,38.46,39.26,538.52,4.54,0.7,0.02,139,85,24.27,52.5,none
2023-01-04 02:45:00,DEV-036,Switch,25.69,58.69,401.15,7.66,0.75,0.05,159,78,25.0,43.9,none
2023-01-04 02:50:00,DEV-011,Server,26.95,57.36,485.19,6.65,0.43,0.18,129,67,32.2,42.8,none
2023-01-04 02:55:00,DEV-018,Firewall,55.58,51.64,476.8,1.37,0.49,0.11,185,111,14.52,49.0,none
2023-01-04 03:00:00,DEV-010,Router,43.04,53.82,574.8,1.12,0.45,0.04,143,99,22.44,50.7,none
2023-01-04 03:05:00,DEV-018,Server,36.69,25.36,121.87,5.3,0.44,0.05,98,65,18.44,48.3,none
2023-01-04 03:10:00,DEV-005,Firewall,34.4,60.24,344.66,6.76,0.51,0.13,136,101,22.36,41.6,none
2023-01-04 03:15:00,DEV-016,Server,31.39,38.07,573.38,2.64,0.49,0.12,150,106,26.19,45.0,none
2023-01-04 03:20:00,DEV-013,Server,34.82,44.49,560.49,1.35,0.41,0.03,188,78,18.45,49.5,none
2023-01-04 03:25:00,DEV-020,Router,37.91,27.4,489.36,4.33,0.0,0.07,144,77,8.14,50.8,none
2023-01-04 03:30:00,DEV-022,Workstation,30.04,41.39,560.1,3.42,0.64,0.08,123,91,31.93,48.6,none
2023-01-04 03:35:00,DEV-022,Server,45.42,34.7,260.36,7.98,1.12,0.18,139,56,11.47,36.6,none
2023-01-04 03:40:00,DEV-042,Workstation,29.97,60.21,478.75,5.6,0.91,0.08,211,119,18.95,42.1,none
2023-01-04 03:45:00,DEV-021,Workstation,42.04,36.78,326.52,7.56,0.86,0.11,112,55,20.86,42.5,none
2023-01-04 03:50:00,DEV-013,Server,26.46,53.21,609.98,7.76,0.2,0.08,172,88,32.26,47.1,none
2023-01-04 03:55:00,DEV-026,Firewall,59.3,47.43,659.33,4.35,0.5,0.15,198,94,19.33,51.9,none
2023-01-04 04:00:00,DEV-045,Server,0.0,23.88,602.25,5.03,0.68,0.1,167,63,24.56,50.0,none
2023-01-04 04:05:00,DEV-016,Firewall,49.89,65.11,536.61,5.55,0.04,0.07,144,101,15.11,49.0,none
2023-01-04 04:10:00,DEV-026,Firewall,31.56,38.83,537.33,4.22,0.37,0.01,142,70,15.87,47.1,none
2023-01-04 04:15:00,DEV-037,Switch,41.47,43.74,649.31,6.15,0.41,0.08,159,91,31.18,51.0,none
2023-01-04 04:20:00,DEV-035,Switch,23.47,39.73,600.65,7.14,0.78,0.1,112,60,22.18,46.7,none
2023-01-04 04:25:00,DEV-036,Router,15.11,41.49,594.68,2.7,0.83,0.08,187,69,11.79,42.7,none
2023-01-04 04:30:00,DEV-030,Switch,30.17,36.29,467.6,5.67,0.45,0.1,98,87,19.29,53.1,none
2023-01-04 04:35:00,DEV-019,Router,17.5,19.26,592.71,5.69,0.2,0.02,196,108,0.1,42.7,none
2023-01-04 04:40:00,DEV-027,Server,56.56,35.25,426.41,4.43,0.16,0.01,181,43,21.98,49.4,none
2023-01-04 04:45:00,DEV-020,Switch,9.83,29.87,681.98,6.07,0.31,0.16,186,85,12.8,42.9,none
2023-01-04 04:50:00,DEV-010,Server,35.9,38.7,640.84,1.94,0.05,0.11,135,67,5.86,45.1,none
2023-01-04 04:55:00,DEV-005,Server,30.81,48.8,510.34,4.73,0.85,0.03,166,46,13.29,38.9,none
2023-01-04 05:00:00,DEV-031,Workstation,43.33,40.18,497.97,2.79,0.41,0.06,161,60,30.64,36.6,none
2023-01-04 05:05:00,DEV-033,Server,19.51,61.09,434.73,2.37,0.57,0.08,124,58,42.15,43.7,none
2023-01-04 05:10:00,DEV-024,Workstation,2.72,58.89,591.66,3.47,0.22,0.13,142,41,34.3,42.8,none
2023-01-04 05:15:00,DEV-006,Router,54.04,56.31,349.85,7.07,0.3,0.01,137,87,16.3,43.5,none
2023-01-04 05:20:00,DEV-043,Firewall,48.76,42.24,373.51,6.4,0.56,0.0,162,87,20.16,49.5,none
2023-01-04 05:25:00,DEV-040,Router,21.53,45.01,264.96,5.81,1.09,0.05,127,65,21.04,39.7,none
2023-01-04 05:30:00,DEV-042,Server,37.93,51.13,580.15,1.46,0.8,0.15,174,87,21.76,50.2,none
2023-01-04 05:35:00,DEV-022,Server,60.47,29.53,661.72,4.83,0.46,0.02,141,60,16.29,39.5,none
2023-01-04 05:40:00,DEV-007,Firewall,24.88,36.1,514.51,1.77,0.07,0.12,126,101,21.8,48.0,none
2023-01-04 05:45:00,DEV-048,Workstation,52.78,37.26,413.83,6.74,0.65,0.09,191,75,20.26,45.1,none
2023-01-04 05:50:00,DEV-045,Workstation,17.6,41.9,709.51,5.89,0.51,0.09,159,94,24.87,43.3,none
2023-01-04 05:55:00,DEV-024,Server,36.49,46.73,348.92,5.34,0.0,0.12,169,94,16.84,46.5,none
2023-01-04 06:00:00,DEV-044,Workstation,52.98,57.94,495.62,5.28,0.83,0.02,140,106,27.8,46.8,none
2023-01-04 06:05:00,DEV-010,Firewall,9.04,40.38,411.51,5.66,0.26,0.05,88,104,16.8,45.8,none
2023-01-04 06:10:00,DEV-031,Router,31.59,28.17,311.14,2.99,0.28,0.12,126,114,28.22,49.0,none
2023-01-04 06:15:00,DEV-006,Router,29.84,59.15,467.3,4.94,0.55,0.14,169,70,15.74,48.2,none
2023-01-04 06:20:00,DEV-047,Switch,42.36,36.26,261.92,4.59,0.69,0.19,114,71,16.88,51.8,none
2023-01-04 06:25:00,DEV-022,Server,31.11,30.09,583.8,4.19,0.13,0.06,202,87,20.86,43.8,none
2023-01-04 06:30:00,DEV-034,Server,36.02,44.34,543.83,5.23,0.76,0.1,120,67,4.17,55.1,none
2023-01-04 06:35:00,DEV-007,Server,44.58,31.02,457.72,3.73,0.96,0.03,153,77,26.61,44.5,none
2023-01-04 06:40:00,DEV-029,Firewall,80.0,37.97,354.18,5.16,0.93,0.01,125,68,16.95,48.7,high_cpu
2023-01-04 06:45:00,DEV-046,Router,29.04,45.97,406.13,21.84,0.73,0.06,173,81,28.36,44.0,high_latency
2023-01-04 06:50:00,DEV-042,Router,37.36,40.5,485.57,5.52,0.66,0.04,193,42,14.52,44.5,none
2023-01-04 06:55:00,DEV-011,Switch,37.83,59.9,221.26,3.98,0.0,0.1,158,111,20.97,50.2,none
2023-01-04 07:00:00,DEV-036,Switch,40.4,35.76,288.66,5.55,0.05,0.16,145,103,16.16,46.3,none
2023-01-04 07:05:00,DEV-028,Server,34.79,40.45,435.1,5.78,0.22,0.04,187,94,20.53,53.3,none
2023-01-04 07:10:00,DEV-026,Switch,27.63,56.86,526.34,2.95,1.05,0.15,146,94,16.77,49.1,none
2023-01-04 07:15:00,DEV-043,Server,0.0,28.75,646.89,4.5,0.56,0.03,205,103,18.39,43.0,none
2023-01-04 07:20:00,DEV-048,Workstation,47.1,64.78,643.06,9.34,0.22,0.06,114,88,21.4,44.2,none
2023-01-04 07:25:00,DEV-029,Workstation,43.79,55.78,271.15,3.81,0.75,0.08,126,100,9.68,43.5,none
2023-01-04 07:30:00,DEV-001,Switch,36.59,34.11,617.47,3.86,0.92,0.09,170,94,14.98,34.7,none
2023-01-04 07:35:00,DEV-049,Router,37.07,41.86,583.37,4.55,0.37,0.2,105,94,15.4,43.3,none
2023-01-04 07:40:00,DEV-035,Switch,26.9,31.35,585.68,7.78,0.64,0.11,120,90,37.25,43.1,none
2023-01-04 07:45:00,DEV-013,Server,26.02,34.26,426.59,1.0,0.62,0.06,101,95,11.34,43.3,none
2023-01-04 07:50:00,DEV-043,Server,53.66,24.09,270.11,5.54,0.84,0.02,162,91,3.53,49.0,none
2023-01-04 07:55:00,DEV-041,Firewall,44.81,37.26,687.85,7.27,0.53,0.08,120,79,24.56,43.4,none
2023-01-04 08:00:00,DEV-040,Server,0.0,56.22,528.53,4.24,0.76,0.18,65,88,8.59,47.5,none
2023-01-04 08:05:00,DEV-023,Firewall,33.59,48.63,425.11,1.25,0.36,0.12,180,56,28.22,41.8,none
2023-01-04 08:10:00,DEV-040,Switch,37.11,34.88,527.33,6.78,0.13,0.07,155,128,13.09,55.2,none
2023-01-04 08:15:00,DEV-046,Firewall,61.74,39.84,455.28,3.62,0.48,0.03,147,109,15.11,43.8,none
2023-01-04 08:20:00,DEV-038,Router,6.16,45.49,539.67,5.13,0.43,0.09,165,79,22.52,46.1,none
2023-01-04 08:25:00,DEV-021,Router,48.53,49.13,528.93,8.04,0.63,0.17,168,43,30.44,45.7,none
2023-01-04 08:30:00,DEV-008,Switch,30.9,44.38,448.25,5.45,0.32,0.16,146,72,12.6,46.3,none
2023-01-04 08:35:00,DEV-010,Workstation,34.49,45.67,345.91,1.8,0.69,0.17,119,111,22.27,45.0,none
2023-01-04 08:40:00,DEV-039,Switch,25.72,24.39,648.16,3.45,0.27,0.15,93,49,19.85,46.5,none
2023-01-04 08:45:00,DEV-028,Switch,38.95,37.39,879.56,4.54,0.43,0.06,153,92,29.63,37.6,none
2023-01-04 08:50:00,DEV-035,Switch,27.99,46.37,588.06,5.01,0.66,0.06,196,99,9.24,39.6,none
2023-01-04 08:55:00,DEV-032,Firewall,15.98,49.15,307.29,4.34,0.64,0.1,157,58,24.76,41.9,none
2023-01-04 09:00:00,DEV-021,Server,26.82,43.87,515.46,5.05,0.27,0.09,150,52,16.3,46.9,none
2023-01-04 09:05:00,DEV-023,Router,12.53,54.89,690.44,2.51,0.91,0.09,162,70,27.38,47.0,none
2023-01-04 09:10:00,DEV-013,Server,19.48,27.03,280.95,5.38,0.67,0.13,146,56,14.54,50.8,none
2023-01-04 09:15:00,DEV-033,Server,24.42,42.74,338.65,5.67,0.36,0.15,173,70,18.99,42.2,none
2023-01-04 09:20:00,DEV-032,Server,10.4,30.73,529.73,5.65,0.54,0.08,177,81,25.63,36.1,none
2023-01-04 09:25:00,DEV-029,Server,0.0,44.42,286.29,4.58,0.41,0.18,161,83,26.7,46.8,none
2023-01-04 09:30:00,DEV-037,Router,24.83,53.88,333.54,5.65,0.04,0.11,155,113,7.48,42.0,none
2023-01-04 09:35:00,DEV-015,Firewall,44.04,85.0,527.05,3.09,0.32,0.16,148,87,19.08,39.1,high_memory
2023-01-04 09:40:00,DEV-035,Firewall,45.71,47.06,845.85,2.97,0.75,0.03,154,99,3.42,44.0,none
2023-01-04 09:45:00,DEV-030,Workstation,23.25,32.6,557.78,7.24,0.46,0.11,153,80,11.29,50.5,none
2023-01-04 09:50:00,DEV-050,Server,36.13,45.76,379.02,4.08,0.45,0.02,99,67,24.18,41.7,none
2023-01-04 09:55:00,DEV-008,Workstation,16.42,31.25,431.7,4.29,1.15,0.15,180,103,12.01,38.9,none
2023-01-04 10:00:00,DEV-050,Workstation,15.11,57.04,417.92,2.5,0.37,0.09,158,85,13.37,48.4,none
2023-01-04 10:05:00,DEV-024,Workstation,22.12,39.15,603.02,3.72,0.33,0.13,124,72,24.45,55.3,none
2023-01-04 10:10:00,DEV-003,Server,40.79,46.7,579.62,2.85,0.53,0.1,159,82,23.04,43.4,none
2023-01-04 10:15:00,DEV-028,Router,32.59,26.29,452.01,7.78,0.6,0.1,206,52,11.12,53.6,none
2023-01-04 10:20:00,DEV-042,Switch,32.4,38.12,320.12,5.9,0.66,0.05,145,73,22.05,39.4,none
2023-01-04 10:25:00,DEV-003,Server,50.5,52.02,445.52,4.57,0.46,0.06,136,74,32.9,49.7,none
2023-01-04 10:30:00,DEV-006,Server,45.74,45.47,332.4,4.92,0.79,0.04,169,126,28.49,52.1,none
2023-01-04 10:35:00,DEV-008,Switch,35.0,52.65,392.32,6.59,0.7,0.11,189,69,18.5,45.5,none
2023-01-04 10:40:00,DEV-048,Workstation,16.28,43.76,242.16,7.09,0.51,0.07,124,75,25.51,47.7,none
2023-01-04 10:45:00,DEV-046,Workstation,21.14,30.88,598.53,3.56,0.52,0.11,159,97,9.9,35.4,none
2023-01-04 10:50:00,DEV-011,Workstation,23.21,62.65,803.33,8.66,0.44,0.01,79,67,18.42,51.5,none
2023-01-04 10:55:00,DEV-014,Switch,44.74,43.77,366.52,3.08,0.58,0.13,161,59,25.21,47.1,none
2023-01-04 11:00:00,DEV-037,Firewall,15.67,31.63,603.27,4.53,0.98,0.13,135,79,20.51,41.4,none
2023-01-04 11:05:00,DEV-039,Workstation,18.04,49.46,626.79,6.21,0.95,0.07,200,61,11.9,36.2,none
2023-01-04 11:10:00,DEV-046,Firewall,25.05,34.99,578.89,5.49,0.14,0.08,138,44,12.15,41.1,none
2023-01-04 11:15:00,DEV-018,Workstation,53.24,43.34,599.33,2.0,0.86,0.17,90,65,23.97,48.2,none
2023-01-04 11:20:00,DEV-044,Router,21.56,37.38,410.39,5.22,0.86,0.06,180,64,13.22,49.1,none
2023-01-04 11:25:00,DEV-049,Server,45.57,51.26,302.63,4.07,0.75,0.1,117,89,14.28,54.0,none
2023-01-04 11:30:00,DEV-018,Switch,54.91,48.29,704.15,5.13,0.73,0.17,157,74,6.36,44.6,none
2023-01-04 11:35:00,DEV-009,Switch,44.09,52.39,575.65,3.92,0.0,0.08,140,73,24.95,54.9,none
2023-01-04 11:40:00,DEV-021,Switch,33.6,38.45,461.12,5.25,0.25,0.11,163,84,23.66,47.2,none
2023-01-04 11:45:00,DEV-044,Server,5.17,48.69,399.35,2.81,0.17,0.12,143,46,23.82,37.8,none
2023-01-04 11:50:00,DEV-037,Firewall,33.84,43.91,632.84,8.56,0.09,0.1,141,88,21.73,43.2,none
2023-01-04 11:55:00,DEV-025,Server,80.0,27.65,648.18,5.92,0.78,0.08,130,58,22.87,39.8,high_cpu
2023-01-04 12:00:00,DEV-026,Workstation,59.48,25.36,541.05,8.13,0.68,0.11,120,52,26.16,52.5,none
2023-01-04 12:05:00,DEV-045,Firewall,25.17,27.38,131.27,3.04,0.47,0.18,170,86,16.8,42.1,none
2023-01-04 12:10:00,DEV-032,Firewall,52.84,43.46,184.61,3.65,0.24,0.07,166,77,19.39,51.6,none
2023-01-04 12:15:00,DEV-050,Router,21.31,63.42,399.3,5.18,0.42,0.11,163,88,13.98,39.4,none
2023-01-04 12:20:00,DEV-030,Firewall,69.3,35.25,604.88,1.78,0.42,0.09,164,25,21.33,39.3,none
2023-01-04 12:25:00,DEV-035,Server,36.62,28.62,371.68,4.45,0.18,0.08,114,43,28.14,38.5,none
2023-01-04 12:30:00,DEV-028,Switch,29.08,50.09,407.76,3.35,0.57,0.16,114,76,6.14,43.0,none
2023-01-04 12:35:00,DEV-021,Firewall,32.28,30.8,431.45,2.18,0.52,0.15,117,67,24.02,51.1,none
2023-01-04 12:40:00,DEV-037,Switch,9.37,39.03,542.47,4.8,0.0,0.13,195,82,11.75,42.4,none
2023-01-04 12:45:00,DEV-032,Firewall,58.31,51.98,596.0,5.71,0.3,0.09,147,90,32.07,50.6,none
2023-01-04 12:50:00,DEV-049,Router,10.48,43.75,610.51,6.24,0.31,1.0,111,58,21.87,55.6,high_errors
2023-01-04 12:55:00,DEV-030,Router,19.23,37.87,661.59,4.96,0.4,0.13,158,100,30.33,46.5,none
2023-01-04 13:00:00,DEV-011,Server,36.15,43.63,573.37,5.11,0.5,0.16,195,49,20.08,41.6,none
2023-01-04 13:05:00,DEV-028,Switch,27.11,45.89,600.42,4.78,0.0,0.05,176,25,29.5,47.6,none
2023-01-04 13:10:00,DEV-009,Firewall,51.52,38.68,190.79,5.86,0.88,0.15,130,81,15.74,40.9,none
2023-01-04 13:15:00,DEV-018,Router,46.11,26.7,365.93,2.79,0.05,0.11,184,76,7.95,49.2,none
2023-01-04 13:20:00,DEV-017,Router,57.06,33.31,428.22,6.03,0.99,0.07,110,92,26.39,45.0,none
2023-01-04 13:25:00,DEV-042,Switch,23.41,53.0,579.21,3.46,0.51,0.5,170,74,16.51,44.8,high_errors
2023-01-04 13:30:00,DEV-020,Switch,32.39,51.81,588.66,4.69,0.73,0.12,137,77,18.81,47.5,none
2023-01-04 13:35:00,DEV-006,Router,26.28,36.38,795.31,6.88,3.0,0.13,153,87,21.1,50.9,packet_loss
2023-01-04 13:40:00,DEV-005,Switch,36.97,40.33,656.33,5.47,0.54,0.12,147,80,15.31,41.2,none
2023-01-04 13:45:00,DEV-034,Server,16.81,24.37,368.04,4.65,0.53,0.69,79,111,28.69,47.2,high_errors
2023-01-04 13:50:00,DEV-022,Router,60.4,29.34,783.14,3.07,0.57,0.04,150,87,18.76,48.6,none
2023-01-04 13:55:00,DEV-028,Switch,33.28,34.8,414.98,6.62,0.3,0.15,186,46,29.06,55.3,none
2023-01-04 14:00:00,DEV-015,Server,88.93,48.26,655.55,4.45,0.55,0.03,154,89,24.13,50.3,high_cpu
2023-01-04 14:05:00,DEV-007,Firewall,20.17,34.68,784.33,4.7,0.56,0.1,125,112,15.78,39.4,none
2023-01-04 14:10:00,DEV-020,Switch,25.03,17.06,402.31,3.06,0.69,0.07,176,107,26.25,43.9,none
2023-01-04 14:15:00,DEV-049,Switch,33.91,22.78,479.93,3.28,0.71,0.23,164,40,17.11,45.6,none
2023-01-04 14:20:00,DEV-044,Switch,33.11,32.31,161.04,2.51,0.22,0.13,119,90,9.04,53.8,bandwidth_saturation
2023-01-04 14:25:00,DEV-001,Workstation,20.19,38.4,549.59,3.87,0.54,0.13,178,95,18.63,44.3,none
2023-01-04 14:30:00,DEV-029,Firewall,67.04,52.48,361.73,5.2,0.4,0.09,113,71,34.49,47.9,none
2023-01-04 14:35:00,DEV-041,Switch,0.0,55.68,663.44,4.28,0.72,0.06,135,109,17.83,35.7,none
2023-01-04 14:40:00,DEV-040,Server,30.86,40.14,679.76,5.03,0.37,0.15,153,64,29.24,46.0,none
2023-01-04 14:45:00,DEV-006,Router,31.85,43.22,339.4,3.94,0.5,0.09,188,84,26.84,45.0,none
2023-01-04 14:50:00,DEV-008,Workstation,47.65,45.86,502.01,4.97,0.21,0.13,148,69,28.85,38.7,none
2023-01-04 14:55:00,DEV-023,Server,25.47,53.42,547.33,4.9,0.58,0.11,104,73,32.93,41.7,none
2023-01-04 15:00:00,DEV-009,Switch,27.04,34.59,486.95,3.83,0.65,0.11,173,58,17.28,43.9,none
2023-01-04 15:05:00,DEV-006,Switch,38.65,31.57,637.35,7.37,0.2,0.08,134,132,16.56,53.4,none
2023-01-04 15:10:00,DEV-039,Workstation,12.82,29.21,397.01,3.31,0.42,0.06,125,103,29.79,49.7,none
2023-01-04 15:15:00,DEV-045,Router,39.68,42.2,425.45,3.09,0.61,0.04,120,103,35.21,47.0,none
2023-01-04 15:20:00,DEV-043,Firewall,48.42,38.14,299.35,6.22,0.67,0.1,142,99,12.11,41.1,none
2023-01-04 15:25:00,DEV-039,Workstation,16.7,42.11,336.82,3.63,0.29,0.09,105,81,29.98,45.7,none
2023-01-04 15:30:00,DEV-026,Firewall,54.94,57.1,616.66,5.15,0.51,0.14,138,42,23.94,39.3,none
2023-01-04 15:35:00,DEV-016,Server,17.39,41.1,485.73,2.18,0.55,0.15,116,105,7.52,55.6,none
2023-01-04 15:40:00,DEV-016,Server,25.66,42.84,216.19,4.88,0.57,0.1,133,61,29.04,45.2,none
2023-01-04 15:45:00,DEV-005,Workstation,54.94,34.78,434.78,6.63,0.01,0.04,182,56,5.45,54.3,none
2023-01-04 15:50:00,DEV-001,Firewall,10.92,43.31,510.36,1.0,0.42,0.12,160,98,16.9,48.6,none
2023-01-04 15:55:00,DEV-009,Server,21.49,24.17,305.34,2.08,0.8,0.02,158,74,19.18,51.8,none
2023-01-04 16:00:00,DEV-037,Server,25.26,48.44,505.63,4.7,1.19,0.03,188,93,16.16,53.1,none
2023-01-04 16:05:00,DEV-044,Switch,4.11,34.84,318.73,5.82,0.17,0.12,144,70,23.11,43.7,none
2023-01-04 16:10:00,DEV-050,Router,80.0,74.72,426.92,1.0,0.25,0.04,174,86,23.19,43.1,high_cpu
2023-01-04 16:15:00,DEV-001,Firewall,27.65,36.65,487.82,6.67,0.6,0.13,164,97,22.31,46.8,none
2023-01-04 16:20:00,DEV-004,Server,49.67,33.12,371.64,2.63,0.55,0.01,163,77,29.08,41.6,none
2023-01-04 16:25:00,DEV-041,Workstation,28.79,54.57,707.47,3.64,0.55,0.11,161,74,30.25,35.6,none
2023-01-04 16:30:00,DEV-028,Server,25.53,46.48,170.58,7.71,0.86,0.09,188,65,27.45,54.1,bandwidth_saturation
2023-01-04 16:35:00,DEV-035,Workstation,50.07,42.38,450.23,1.94,0.59,0.04,126,56,16.32,44.9,none
2023-01-04 16:40:00,DEV-006,Firewall,35.95,85.0,660.39,4.58,0.26,0.11,208,86,17.1,37.4,high_memory
2023-01-04 16:45:00,DEV-010,Workstation,28.56,43.93,441.86,1.67,0.24,0.17,193,62,25.38,39.1,none
2023-01-04 16:50:00,DEV-038,Router,52.92,44.05,642.45,1.57,0.7,0.1,175,98,20.53,42.0,none
2023-01-04 16:55:00,DEV-028,Switch,100.0,40.39,369.08,3.16,0.06,0.07,183,83,15.76,49.0,high_cpu
2023-01-04 17:00:00,DEV-028,Router,19.37,42.26,473.06,6.56,0.03,0.06,100,74,29.69,42.5,none
2023-01-04 17:05:00,DEV-039,Router,24.2,51.57,660.28,4.82,0.71,0.05,191,122,24.17,34.6,none
2023-01-04 17:10:00,DEV-048,Switch,23.48,48.47,436.78,7.54,0.68,0.06,150,62,18.54,42.2,none
2023-01-04 17:15:00,DEV-046,Switch,49.48,66.51,285.32,1.15,0.43,0.02,151,94,31.95,46.0,none
2023-01-04 17:20:00,DEV-011,Server,28.96,17.38,503.93,5.14,0.69,0.06,136,50,1.67,39.5,none
2023-01-04 17:25:00,DEV-034,Workstation,8.31,45.16,422.28,3.92,0.2,0.0,195,59,16.7,37.7,none
2023-01-04 17:30:00,DEV-047,Firewall,46.44,42.84,376.05,4.22,1.0,0.1,144,61,4.84,44.2,none
2023-01-04 17:35:00,DEV-009,Firewall,36.75,54.31,162.73,2.75,0.33,0.1,145,77,23.26,40.5,none
2023-01-04 17:40:00,DEV-008,Router,45.88,46.32,452.03,8.2,0.97,0.15,59,111,26.36,55.0,none
2023-01-04 17:45:00,DEV-028,Firewall,50.43,60.06,631.8,7.7,1.1,0.11,102,73,23.12,45.4,none
2023-01-04 17:50:00,DEV-017,Workstation,13.17,21.55,388.83,6.62,0.97,0.15,181,78,6.06,42.7,none
2023-01-04 17:55:00,DEV-032,Server,27.99,35.16,508.2,5.88,0.76,0.09,92,70,20.35,51.1,none
2023-01-04 18:00:00,DEV-004,Server,23.36,47.28,543.51,5.09,0.78,0.07,132,79,14.88,47.5,none
2023-01-04 18:05:00,DEV-011,Firewall,21.18,43.84,484.97,5.43,0.36,0.08,152,84,19.97,53.5,none
2023-01-04 18:10:00,DEV-050,Router,17.02,40.36,263.96,5.74,0.17,0.09,138,85,15.58,42.0,none
2023-01-04 18:15:00,DEV-044,Router,53.42,44.54,415.84,4.5,0.99,0.09,129,66,15.61,42.0,none
2023-01-04 18:20:00,DEV-033,Router,80.0,27.64,375.6,6.18,0.39,0.09,188,105,17.74,41.8,high_cpu
2023-01-04 18:25:00,DEV-016,Router,18.92,49.44,469.29,4.23,0.26,0.06,159,53,27.96,42.3,none
2023-01-04 18:30:00,DEV-025,Switch,29.64,25.09,498.15,4.34,0.48,0.17,155,64,14.31,48.0,none
